age,v
9.75,0.6900231840597476
9,0.7288367541941162
13.25,4.364469824729214
9.5,0.6793656618684074
4,0.4020119965869114
7.75,0.5672857347848204
19,9.489733833068362
15.5,8.116143789359441
15,12.747447576446358
11.75,1.6025696896435757
7,0.6003386801179906
12,2.7299732975809428
7,0.79699092763915
2.75,0.3474722453940384
11.25,1.314249031701526
8,0.7521984292237355
14,4.273827750611264
9,0.7337122575092699
4.5,0.46636507187965454
3.5,0.3023984636381823
17.75,8.609942387423054
11.5,1.8711275847311781
16,10.91682950419573
12.5,4.991874435748887
11.5,0.3524936540892263
10.75,0.6920358721065831
14,3.126404488081633
18,16.8796551034493
11,0.4495633024064353
18.75,10.764326383796398
14.5,3.679053766622834
14.5,7.770509556527617
10.75,1.1787327194214545
2.5,0.6869725881054545
2,0.35786086146379703
2,0.29877695167719204
14,2.9672496208788557
9.25,0.5784868370797671
12.25,1.4139612350280657
9.75,0.798128052685655
10.25,1.2378388777859952
5.5,0.8114059273957025
2.5,0.32604230500522663
10.25,0.8638561348090481
17.5,16.939851559293757
5.25,0.6062885571149732
4.25,0.3812228164431743
11.25,0.44582445130142584
14.25,7.701468728599704
8.5,0.6706686743089928
16.5,12.037713475662745
18.75,16.977850019874626
12.5,2.427321654432781
15.75,10.10026092089241
11,0.36061864485820766
11.75,1.2830834506882614
19,16.30069319114626
12.25,1.0671172370104818
17.5,5.118136962597253
19,11.818822440846738
18.25,11.514641864372244
4.25,0.48338672207767847
6,0.5582509159888153
10,0.9460508490908887
4.5,0.3923323417444793
17.5,21.90589881369733
4.75,0.6295957012441472
5.75,0.5367018287606885
9,0.5239345919279335
14.75,11.202519019699196
6.25,0.2862760174297836
9.75,0.41229635136704906
3,0.413734896915573
12.75,1.7021537570283904
10.75,2.0493420813695997
3,0.30819322129812343
11.75,1.5416762482273663
4.25,0.5616734366058159
17.5,12.01435116937448
8.25,0.37892935241015757
12,4.021257824320621
19,19.76127212367173
15.5,5.446322356670788
9.25,0.7412286850088672
5,0.6676807994461201
9,0.5578865974413398
14.75,13.103067303926206
15.75,14.415568003575828
11.25,0.8852050628373536
12.5,13.76129294234939
17.75,13.879080456475016
19,10.151870271876097
8.5,0.656249242563821
15.5,11.977456814071614
10.75,0.611050183490859
13.25,3.2664138682342663
14.25,9.747772867495158
14.75,6.7867747485384236
3.75,0.45190908294755106
11,1.1333452328927958
6.5,0.8461110228194054
5.75,0.5926688198476358
15,4.692834022354401
3.25,0.5659920399100988
15.25,7.084726869580976
10.5,0.8341572288345839
15.5,5.591783224618374
9.5,0.5659677778845743
9.75,0.6469108207191903
3.5,0.47588243918067075
17,12.835656134456938
8.5,0.7939535729678237
11,1.518829750880047
12.75,14.845781523257493
3.75,0.5100957820478803
16,11.487887168818975
15,6.6668364515783995
16,14.006448900495847
18,20.500587832693864
11.25,1.1963919536408256
15.5,7.2203496544784915
14,6.0118205859963965
19,14.830726668576816
8,0.5845589792456714
7.75,0.8410453082023835
15.25,23.0845248866311
8.5,0.8035327156859644
2.5,0.3607268136122281
6.5,0.4229187056055618
5.25,0.329536103280514
15.25,8.605790937876069
3.25,0.4425189607198252
3.25,0.46991168355592183
18.5,16.165452016207844
13,6.62758869212132
7.75,1.3554354146941565
18.75,14.37450779137056
7,0.5480422396775845
5.75,0.4238166743187516
12,2.018599093387448
3.25,0.5773501172918709
18,9.670424101326834
14,8.947344183022945
11.75,0.30403584298346453
6,0.48814931885366025
8.25,0.5335968933164654
11.25,0.4593324199326231
4,0.4271177691708909
13.75,4.108566778399854
15.25,5.561382280293156
2,0.36694367453239807
8,0.6793133185618381
2.5,0.4235423221629011
8.25,0.4463860028969408
10.5,1.269253741202862
2,0.46266469814006045
5.5,0.5140815501520101
5,0.6072919495128196
11.5,1.9126370348159862
18,19.69445282451592
7,0.5346451226592814
14.5,4.521592263280185
5.5,0.42971946922008974
3.25,0.38869758628753803
3.5,0.4105639075589889
18,12.197946260035623
9.75,0.7667563122605792
19,9.728225085708985
3.5,0.46837150926600063
9.5,0.6796111853949501
3,0.49121747931459503
13.5,1.5225840932635417
6.5,0.6210455466785556
8.75,0.5844337179372341
18,10.432095129556178
6.25,0.4218141248030403
17.25,14.496800535632563
6,0.4634456932004556
14,5.196544604080611
11.75,0.5356358585857307
6,0.3667771702910979
16,16.83601136565189
4.5,0.3417027188090046
12,3.2710920371406442
4.25,0.28033517160156773
9.75,0.9747487276972732
5.75,1.1538555879795866
8,0.5670961326274631
16.5,11.138026795266036
13.25,3.2330587446451755
17.5,18.126040153396957
6.25,0.42184196876866104
13.25,4.266538950496982
17.25,16.404575442038517
7.25,0.8410097437664256
10.5,1.0294612253813955
11,1.0216196539004165
18,14.70875963548765
15.25,5.4300194053443445
8.25,0.2851056117348919
3,0.5910487312023335
15,9.511281692579017
15.25,9.41527011482653
3.25,0.7959406011513603
3.75,0.6292440617389119
15.25,8.556108975498628
19,16.52920817186588
6.25,0.42630817076279837
8.5,0.7327608900796112
3.5,0.4899291487463612
12,2.492511179111362
17,14.120761012448185
5.75,0.7503527599068479
4.25,0.3710596482820779
11,2.2911485023234928
3.75,0.6314197972387632
15.5,11.366327791183743
13.25,7.00358554530578
11.5,1.1545289779404688
9,0.47628916064220356
14.75,12.020504693941241
13.5,2.0593218430859115
15,9.21775212880703
3.5,0.5205547249700924
13.5,2.0567865740329694
8,0.44293273265979344
18.75,11.308352916522162
8.75,0.6856313023191464
10.25,0.5255651586896543
8.25,0.43564928604420805
5.75,0.45664768850594223
15.75,7.363981247930919
9.75,0.560298846622218
18.25,12.924920085872417
8,0.5866505290930539
3,0.5129933665617935
12.5,4.02591108142169
10,0.8636989357071307
2.25,0.4059102668095469
11,0.8241752822897982
2.25,0.48680408236046424
7,0.6733042924404347
14,8.07433919032195
10.75,1.3351403240699593
4,0.789738765091244
18.75,16.09286715268014
6.5,0.628291444413418
2,0.3402685164036986
14.5,5.7095307171114325
5.75,0.42086535607943776
