age,v
11.1,6.18640341647754
7,0.6092404296501353
18.5,5.2649968229416375
6.5,0.46359951800497357
7.1,0.4648187839115169
3.4,0.24619587149529065
12.7,5.719274271340042
3.7,0.3126264052613533
7,0.7649320213905588
16.4,9.678769056352525
14.5,6.322084718684996
17.8,14.212425930382494
3.1,0.3232009227452023
1.7,0.4316083688449015
4.3,0.4621882663457325
16.6,16.277168807387337
7,0.8570373549698438
16.9,10.756210165856894
1.4,0.5001391932805637
14.1,5.460089706503512
7.3,0.47931829507703816
13.3,4.768994991947165
10.7,1.2359645491171638
11.4,1.1868216923766646
16.9,12.306728739674348
6,0.5482882341326807
6.6,0.41846502535442076
9.6,1.558046274787964
10.3,0.5253810677961595
16.8,11.039749750523653
13.7,4.299283743852018
13.1,4.165834633605424
8.9,0.6393247943455189
10.2,0.6492018255742036
4.7,0.4209979884138747
11,1.0457466381102496
5.3,0.517570692949002
3.9,0.4604737668034581
5.2,0.4670908452795177
8.6,0.4514111131206393
0.6,0.6273156618885105
2.3,0.47073349777343176
1.7,0.44723955320538644
4,0.44021788972620424
9.2,0.8269429753346433
7.2,0.551825271945662
12.4,2.3474154385690134
13.1,1.308118234383897
18.6,12.724550594853316
6,0.4261394050003616
15.2,15.219802101439363
17.2,13.315985529016862
10.8,0.6270817212372777
3.2,0.30831557382626285
8.5,0.4403045918167281
10.3,0.9200594509472009
12.7,4.696521687929548
15.7,5.203605207993378
2.9,0.3594016493763992
1.4,0.6630487297170526
18.2,9.230987396247073
2.4,0.32433296750649765
11,0.7722306291008609
14.7,5.655187077166103
3,0.49649396809119084
1.7,0.48697998800198594
12.5,2.2148049202349775
18.9,10.592574779283606
2.1,0.41541267425649064
16.4,6.80180184683255
4.6,0.3755578692414199
18.3,14.657487772962456
15.7,10.40099062293772
3.8,0.47936556601668556
12,3.0646056953025314
3.2,0.7293562132220281
10.3,1.1110519631221398
10.7,1.8549780882142666
13.4,5.661209723109852
15.1,12.96626375916637
12.7,3.1229775124943266
6.7,0.5597085436617124
6.2,0.6527077471780869
1.9,0.66451049401988
1,0.5584184249382833
2.9,0.42455464735249093
5.6,0.5793569560699767
15.8,8.18070851969374
13.4,3.4633022682503745
15.4,8.386869139994694
0.6,0.43835616473704053
17.7,22.188192578583823
2.1,0.3447762718876608
16,5.543127174243877
1.8,0.4004204381638842
4.6,0.4688605136427162
13.9,4.0691955890274425
10.4,2.1034514717424093
7.8,0.44283897286352314
15.5,10.956052762317572
3.6,0.42608937033245164
4.5,0.4243149649691772
3.3,0.46310011784299165
4,0.5839509036605317
4.4,0.7748230395392834
1,0.284827765494576
9.1,0.5891090505884717
14.7,7.495879780065942
2.6,0.4123438322857298
18.2,19.746627011562584
16.9,13.201538555909925
16.8,20.44751779779173
16,12.782113877885271
11.9,1.9924947133940836
14.5,9.851621709377218
6.7,0.37098347296759615
3.1,0.4233113991026485
8.7,0.6516841811661582
15,18.293249058264387
5.3,0.41170303554904286
13.2,7.291606946998437
12.7,1.2269256000212236
5.8,0.7389093482442823
16.2,10.672808348125333
18.6,13.473661717203575
18.7,12.584903401344286
15.4,5.959716503728947
12.5,2.3095731341254435
6.4,0.719563853450379
12.3,1.2673321539285414
15.4,12.631791744668933
10.9,0.9480243908734944
7.7,0.5092851689871156
16.1,5.628704919074832
10.4,0.9906749986888126
15.6,15.257877912501263
1.2,0.3561948724214776
13.1,3.914971842459071
17.9,10.998969259253089
14.5,4.631928169301689
6.1,0.45315171966613355
5.8,0.47746893657279244
2,0.468423424124247
14.9,6.518418110515546
15.3,15.518304325733343
6.4,0.6548822707273749
7.9,0.7692918139197973
15.5,6.48944111662799
16.6,11.95482108266636
7.8,0.6788769721910102
1,0.506158337535717
12,5.18626244906316
8.3,0.3853130379328187
4.6,0.4249012975080022
5.1,0.42555225959107823
3.9,0.74138586994802
7.8,0.5515790938308003
11.1,0.8706376553814137
18,15.997957187571288
1.3,0.6463909122145164
6.7,0.49760291344170804
8,0.608399127378725
10.3,0.8616176414122692
2.1,0.4760184453150451
3.2,0.5473813307414102
7.4,0.29653462472538883
6.3,0.7997768685750508
12.3,1.5994074517614325
14.1,3.4576978094050044
17.3,11.57665822175065
11,0.7586213083680284
9.6,0.7522823571715787
16.4,15.519625856053796
16.2,15.525913869278419
18.4,11.672560486840938
2.4,0.4876226824833435
18.5,14.64143787325809
2.9,0.38810092569011656
15.4,5.986821450333761
0.8,0.418942196375515
12.9,4.3076189987918445
2,0.8573882936571542
5.3,0.5055953822280064
0.7,0.3143289253877938
16.3,5.632970779620355
11,0.6831243260741382
3.7,0.7817060880805562
5.5,0.40488524541058457
9.2,0.8016379103390405
7,0.4752944133265885
5.2,0.5080611746405399
11.4,0.6955565173084268
5.8,0.5547722109819611
17.7,15.867594736242523
7.6,0.34627621411538667
7.5,0.5737560055688022
7.7,0.7183711586214234
17.1,13.190603505127156
4,0.3501703084211344
13.3,2.5995175096460774
2.2,0.20563067752278297
3,0.5830886580028807
3.2,0.578586498052684
10.3,1.0374521366815466
4,0.4612582625639574
3.9,0.5719132754319647
4,0.5524800708865516
6.6,0.49593843096226564
2.5,0.28289852903961343
2,0.6533434259174686
10.9,0.8768581581353994
11.9,1.1091617803997735
6.9,0.5300767136917548
8.4,1.1350747517493862
11.8,0.9812454681904959
3.4,0.43267873899073817
15.9,11.5841485211345
3.6,0.7688631543941586
10.4,1.277462525820172
6.3,0.6934961950342322
11,1.1758183192812954
7.3,0.6833160491851942
17.5,15.028069107064175
14,5.207730620574543
13.9,5.847837770061718
18.5,17.306342620456572
0.6,0.40666361587517297
18.3,12.060644535371585
0.8,0.46492242707505727
8.8,0.5479679824119463
3.2,0.36698440325233517
2.1,0.2813198880795138
11.4,0.7111898454467895
4.3,0.5470572328320846
11.4,1.0948541949939854
18.4,15.659535147897248
15.9,11.036498949586694
3.1,0.6194243352826636
8.2,0.4077278937018436
4.8,0.506048412811626
10.2,1.3565365362473358
8.7,0.5159185011939174
10.9,0.6542754191662163
8.6,0.8865824350179234
15.8,11.771136887458702
13.3,5.663633376793712
12.4,1.6688840649145242
2.5,0.6118043183621513
3.6,0.4979073663304614
1.7,0.4932791976552239
2.7,0.428795308942307
16.2,18.084306685498827
15.9,10.224891900017798
3.9,0.30326815207057234
6.8,0.6273148161294375
4.2,0.4581470855405019
6,0.4966786497163943
9.7,0.6559932998045639
19,10.328958545386227
17.8,7.850496756448225
15.4,9.860548950479423
8,0.5322314619850028
6.1,0.3947541132836132
16.1,14.569696794726491
2.9,0.28646088500718236
3,0.35051570978615454
3.5,0.7264768761732443
16.3,19.062085240030093
6.9,0.8958464909798194
12.6,0.46732103286953985
8,0.48452457723865894
2.6,0.5260629677337496
3.3,0.6078054987320447
17.6,18.772708453949324
2.4,0.332945726663486
7.6,1.5607981903547183
11.9,1.5812181011819777
14.6,7.178763059629794
2.8,0.39435675240877277
17.8,12.033551116432008
14.8,9.60424746577668
17.7,9.332828665626412
13.2,3.525179682500612
16,8.792063513531248
13.3,2.5671978688198602
17.6,16.218388664689066
0.6,0.4291191076872425
9.9,0.6362062871831995
0.6,0.5468848869144776
6.9,0.6207575411259774
16.1,12.96359083129949
19,11.636040528700107
